ID,Date1,gender,age,att1,att2,att3,pos,neg,moral,cert1,cert2,cert3,cert4,cert5,cert6,cert7,subj1,subj2,subj3,imp1,imp2,imp3,eas,know,Date2,att1_T2,att2_T2,att3_T2,Date3,att1_T3,att2_T3,att3_T3,topic
52806,9/11/2013,Male,18,3,3,3,5,6,7,7,7,7,6,5,6,5,2,1,1,1,7,7,2,2,10/28/2013,2,2,2,NA,NA,NA,NA,Alcohol
12464,9/11/2013,Female,18,6,6,6,5,3,2,7,7,7,7,1,4,1,2,2,2,4,2,2,1,7,10/30/2013,4,4,7,NA,NA,NA,NA,Alcohol
12214,9/11/2013,Female,20,4,4,5,2,2,4,1,1,1,1,2,4,2,6,4,5,2,3,2,4,7,10/31/2013,4,4,4,NA,NA,NA,NA,Alcohol
63687,9/11/2013,Male,19,1,1,1,1,7,6,7,7,7,7,7,5,7,1,1,1,7,7,7,1,7,10/28/2013,1,1,1,9/1/2014,2,2,2,Alcohol
80546,9/11/2013,Female,18,2,3,2,3,6,7,4,6,4,6,5,5,5,5,3,3,5,5,4,1,5,NA,NA,NA,NA,9/1/2014,4,3,5,Alcohol
89803,9/11/2013,Male,21,3,3,3,3,3,4,3,3,3,4,4,5,5,5,4,4,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,Alcohol
72329,9/11/2013,Female,18,4,2,4,6,7,5,1,2,2,5,4,5,3,5,6,4,5,2,3,3,5,10/28/2013,4,2,4,NA,NA,NA,NA,Alcohol
77394,9/11/2013,Male,19,1,1,2,1,7,7,7,7,7,7,6,4,5,2,1,1,6,6,4,1,6,10/30/2013,1,1,1,NA,NA,NA,NA,Alcohol
29684,9/11/2013,Female,18,5,2,5,6,6,3,2,5,2,6,2,4,2,6,6,6,3,4,4,5,5,10/29/2013,5,3,5,NA,NA,NA,NA,Alcohol
50185,9/11/2013,Male,18,5,4,7,5,3,1,4,5,5,7,4,1,1,3,3,2,1,1,1,5,6,10/28/2013,6,5,7,NA,NA,NA,NA,Alcohol
25417,9/12/2013,Male,18,4,1,4,4,4,4,4,4,6,7,4,1,4,1,1,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,Alcohol
51591,9/12/2013,Female,18,6,2,6,5,3,2,4,5,4,4,2,2,2,3,3,5,2,2,3,5,4,10/28/2013,5,4,5,9/1/2014,6,2,5,Alcohol
41420,9/12/2013,Female,18,4,4,4,3,3,3,4,4,5,5,4,3,3,3,2,4,2,2,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,Alcohol
80880,9/12/2013,Male,19,4,3,6,3,5,3,7,7,6,7,5,5,5,4,4,4,5,4,4,2,4,10/28/2013,2,2,4,9/1/2014,2,3,4,Alcohol
56054,9/12/2013,NA,NA,4,2,3,7,4,5,2,5,2,5,4,2,4,5,5,5,5,4,4,5,6,NA,NA,NA,NA,NA,NA,NA,NA,Alcohol
51136,9/12/2013,Male,18,3,3,2,3,5,3,7,7,7,7,4,5,5,1,1,2,4,4,4,3,4,10/29/2013,3,3,2,NA,NA,NA,NA,Alcohol
38592,9/12/2013,Male,18,5,4,4,4,2,6,1,2,2,2,2,1,2,5,2,5,2,2,2,5,6,10/28/2013,4,4,5,NA,NA,NA,NA,Alcohol
43848,9/12/2013,Male,19,4,4,4,3,4,2,5,5,5,5,5,5,5,4,4,4,4,4,3,3,5,10/28/2013,3,3,5,NA,NA,NA,NA,Alcohol
33228,9/12/2013,Female,18,4,4,4,4,5,5,1,1,1,1,3,4,4,6,6,6,4,4,4,1,6,10/28/2013,4,4,4,NA,NA,NA,NA,Alcohol
17233,9/12/2013,NA,NA,3,3,4,5,5,1,6,5,5,5,6,4,4,3,4,4,2,2,3,5,4,10/28/2013,3,3,4,NA,NA,NA,NA,Alcohol
42717,9/13/2013,Female,18,3,2,2,4,6,2,5,5,7,6,5,4,6,1,1,1,3,4,4,4,6,10/29/2013,3,3,4,NA,NA,NA,NA,Alcohol
14010,9/13/2013,Female,19,6,6,4,5,4,6,6,6,6,7,7,5,7,3,3,3,2,4,4,1,5,NA,NA,NA,NA,NA,NA,NA,NA,Alcohol
19908,9/13/2013,Male,18,3,3,4,4,5,7,6,7,6,7,7,6,5,2,2,3,5,4,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA,Alcohol
51009,9/13/2013,Male,19,5,5,5,4,3,3,6,6,6,6,6,4,5,1,1,2,2,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,NA,Alcohol
80659,9/13/2013,Male,18,3,2,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,Alcohol
36137,9/13/2013,Female,18,1,1,1,1,5,7,7,6,6,6,7,4,3,2,1,3,7,5,5,1,7,NA,NA,NA,NA,9/8/2014,4,3,5,Alcohol
27465,9/13/2013,Female,18,5,5,7,6,3,3,5,7,5,7,4,4,5,2,2,4,4,3,3,4,7,10/28/2013,6,5,6,9/1/2014,6,6,7,Alcohol
43438,9/13/2013,Female,19,4,4,4,3,4,7,7,7,7,7,5,5,4,5,2,7,1,5,5,4,7,10/28/2013,4,4,4,NA,NA,NA,NA,Alcohol
67274,9/13/2013,Female,21,4,3,5,4,5,7,6,6,6,7,7,5,7,1,1,2,3,3,3,2,2,10/29/2013,4,4,5,NA,NA,NA,NA,Alcohol
59146,9/13/2013,Male,18,3,3,3,4,5,3,3,3,3,3,3,4,4,5,5,5,3,5,5,4,4,10/28/2013,3,3,4,9/1/2014,4,4,4,Alcohol
96671,9/13/2013,Male,30,4,4,5,5,5,5,5,5,5,5,5,4,5,4,3,4,4,4,4,5,5,10/28/2013,4,4,4,NA,NA,NA,NA,Alcohol
66050,9/15/2013,Female,19,4,4,5,4,5,7,7,7,7,7,7,5,7,1,1,3,1,4,4,2,6,10/28/2013,5,4,5,NA,NA,NA,NA,Alcohol
65769,9/15/2013,Female,18,4,4,5,5,4,4,5,5,6,5,5,5,4,5,5,5,3,4,4,4,6,10/28/2013,5,5,5,NA,NA,NA,NA,Alcohol
56933,9/15/2013,Male,18,4,4,5,3,3,NA,4,4,4,4,4,3,2,1,1,1,NA,1,1,5,5,10/28/2013,5,5,5,NA,NA,NA,NA,Alcohol
51743,9/15/2013,Female,18,3,3,3,2,2,4,6,5,5,5,5,3,4,1,1,5,2,2,2,2,3,10/28/2013,3,3,4,NA,NA,NA,NA,Alcohol
26521,9/15/2013,Male,18,6,4,6,4,3,4,5,6,6,5,4,4,4,4,4,4,4,3,2,4,4,10/28/2013,5,4,5,9/1/2014,7,6,6,Alcohol
14811,9/16/2013,Male,19,6,6,6,6,2,6,5,5,5,5,1,1,1,1,1,2,1,1,1,3,4,10/28/2013,5,3,7,9/1/2014,5,4,5,Alcohol
