"distid","distname","regcommand","fraudchi2_total","est_fraud_share","fraudchi2_k","fraudchi2_a","v.elday.pc","v.elday.pc.2","v.2months.pc","v.2months.pc.2","v.elday.pc.lag","numclosedstations","electrified","pce_1000_07","distkabul","elevation"
205,"Tagab",4,0,0.0720587968826294,0,0,0.0594383079894992,0.00353291245665457,0.416068155926495,0.173112710376074,0.0400837127925212,55,0.583333313465118,2.31352710723877,55.3600101411443,1641.79028320312
207,"Hisa-i-Duwumi Kohistan",4,0,0.0514706000685692,0,0,0,0,0,0,0.00499006976117526,0,0.200000002980232,2.04236602783203,62.044284952878,1528.73327636719
301,"Chaharikar",4,0,0.010033399797976,0,0,0,0,0.0115637684008465,0.000133720739628415,0.00241858633311134,2,0.5,10.3024301528931,50.2816313596715,1883.84301757812
302,"Jabalussaraj",4,0,0.0679541006684303,0,0,0,0,0,0,0,1,0.449999988079071,8.03864097595215,65.4358897786382,1863.09143066406
303,"Salang",4,0,0,0,0,0,0,0,0,0,0,0.5625,6.32595300674438,82.3906147316484,2909.68701171875
304,"Shinwari",4,1,0.0225184001028538,0,0,0,0,0.0170616437187559,0.000291099686385761,0,2,0.5625,7.89347076416016,67.5834315975668,2881.11328125
305,"Sia Gird ( Ghorbund)",4,1,0.0275756008923054,0,0,0,0,0.00764076193678033,5.83812429745512e-05,0,4,0.303571403026581,10.8311500549316,63.3394966396594,2893.74462890625
306,"Shekh  Ali",4,0,0.0297520998865366,0,0,0,0,0,0,0.00873343376782166,0,0,5.91209697723389,82.4379298025041,3207.72680664062
307,"Surkhi Parsa",4,0,0,0,0,0,0,0.0131037555363367,0.000171708409156075,0.0137763817710916,0,0.625,12.6913604736328,55.782899976248,3144.34252929688
308,"Bagram",4,0,0.0182629004120827,0,0,0.00671722498001626,4.51211114321544e-05,0.10747559968026,0.0115510045266315,0.0133065114142668,2,0.162499994039536,7.50865602493286,46.4881677316278,1540.67614746094
309,"Kohi Safi",4,0,0.123938798904419,0,0,0,0,0.247108826727291,0.0610627722465382,0.0415520228286477,1,0,10.3804702758789,37.6340198305194,2023.35266113281
310,"Sayd Khel",4,0,0.0112570002675056,0,0,0,0,0.0362404189392429,0.00131336796489184,0.00444625067078623,1,0.34375,9.56992816925049,57.6740808032298,1466.43994140625
401,"Maydan Shahr",4,0,0.0790209993720055,0,0,0.113719437901064,0.012932110556534,0.584842823491187,0.342041128189143,0.132941385734537,3,0.375,1.9723299741745,32.7778395723692,2475.8984375
402,"Jalrez",4,0,0.0387012995779514,0,0,0.110211054168733,0.0121464764609834,0.289304017192924,0.0836968143639639,0.0670554234893238,7,0.600000023841858,1.20202004909515,53.4842769807285,3333.85913085938
403,"Hisa-I- Awali Bihsud",4,0,0,0,0,0,0,0,0,0.025646370501307,0,0.6875,1.15685200691223,89.3629866893492,3348.13256835938
404,"Markazi Bihsud",4,0,0.0460941009223461,0,0,0,0,0,0,0.00545839610488854,4,0.412499994039536,1.4464099407196,135.964349702698,3190.93920898438
405,"Day Mirdad",4,0,0.0859458968043327,0,0,0,0,0,0,0.071965500274269,17,0.5,1.05139303207397,86.5754747791495,2963.71118164062
