Statefip	County	SMSA	Tract	Jurcode	Borderno	Block	Tier	odd shape	tracks	pairno
39		Dayton	0055	daytonoh	67	411	2			1
39		Dayton	0055	daytonoh	67	412	2			1
39		Dayton	0055	daytonoh	67	413	4			1
39		Dayton	0055	daytonoh	67	414	4			1
39		Dayton	0055	daytonoh	67	415	5			1
39		Dayton	0055	daytonoh	67	416	5			1
39		Dayton	0055	daytonoh	67	417	7	Y		1
39		Dayton	0055	daytonoh	67	501	7	Y		1
39		Dayton	0055	daytonoh	67	502	7	Y		1
39		Dayton	0055	daytonoh	67	503	6			1
39		Dayton	0055	daytonoh	67	503	6			1
39		Dayton	0055	daytonoh	67	504	5			1
39		Dayton	0055	daytonoh	67	505	4			1
39		Dayton	0055	daytonoh	67	506	3			1
39		Dayton	0055	daytonoh	67	507	3			1
39		Dayton	0055	daytonoh	67	508	5			1
39		Dayton	0055	daytonoh	67	509	6			1
39		Dayton	0055	daytonoh	67	509	1	Y		1
39		Dayton	0055	daytonoh	67	510	8			1
39		Dayton	0055	daytonoh	67	511	8			1
39		Dayton	0055	daytonoh	67	514	8			1
39		Dayton	0055	daytonoh	67	515	7			1
39		Dayton	0055	daytonoh	67	516	5	Y		1
39		Dayton	0055	daytonoh	67	517	3	Y		1
39		Dayton	0055	daytonoh	67	618	4			1
39		Dayton	0054	daytonoh	67	217	1	Y		1
39		Dayton	0054	daytonoh	67	301	1	Y		1
39		Dayton	0054	daytonoh	67	409	1	Y		1
39		Dayton	0054	daytonoh	67	410	1	Y		1
39		Dayton	0054	daytonoh	67	411	1	Y		1
39		Dayton	0054	daytonoh	67	412	1			1
39		Dayton	0054	daytonoh	67	413	1	Y		1
39		Dayton	0054	daytonoh	67	501	1	Y		1
39		Dayton	0054	daytonoh	67	502	1	Y		1
39		Dayton	0209	ketteroh	67	101	1	Y		1
39		Dayton	0209	ketteroh	67	102	1			1
39		Dayton	0210	ketteroh	67	101	1	Y		1
39		Dayton	0210	ketteroh	67	102	1			1
39		Dayton	0210	ketteroh	67	109	1			1
39		Dayton	0210	ketteroh	67	110	1	Y		1
39		Dayton	0210	ketteroh	67	113	1	Y		1
39		Dayton	0211	ketteroh	67	101	1	Y		1
39		Dayton	0211	ketteroh	67	102	1			1
39		Dayton	0211	ketteroh	67	103	1			1
39		Dayton	0211	ketteroh	67	104	1			1
39		Dayton	0211	ketteroh	67	105	1			1
39		Dayton	0211	ketteroh	67	106	1			1
39		Dayton	0211	ketteroh	67	107	1			1
39		Dayton	0211	ketteroh	67	108	2			1
39		Dayton	0211	ketteroh	67	109	2			1
39		Dayton	0211	ketteroh	67	110	2			1
39		Dayton	0211	ketteroh	67	111	2			1
39		Dayton	0211	ketteroh	67	112	3			1
39		Dayton	0211	ketteroh	67	113	3			1
39		Dayton	0211	ketteroh	67	114	4			1
39		Dayton	0211	ketteroh	67	115	3			1
39		Dayton	0211	ketteroh	67	116	3			1
39		Dayton	0211	ketteroh	67	117	2			1
39		Dayton	0211	ketteroh	67	119	1			1
39		Dayton	0211	ketteroh	67	201	1	Y		1
39		Dayton	0211	ketteroh	67	202	2	Y		1
39		Dayton	0211	ketteroh	67	203	3	Y		1
39		Dayton	0211	ketteroh	67	204	6	Y		1
39		Dayton	0211	ketteroh	67	205	4	Y		1
39		Dayton	0211	ketteroh	67	206	2	Y		1
39		Dayton	0211	ketteroh	67	207	6	Y		1
39		Dayton	0211	ketteroh	67	208	5	Y		1
39		Dayton	0211	ketteroh	67	209	6	Y		1
39		Dayton	0211	ketteroh	67	301	5			1
39		Dayton	0211	ketteroh	67	302	5			1
39		Dayton	0211	ketteroh	67	303	3			1
39		Dayton	0211	ketteroh	67	304	3			1
39		Dayton	0211	ketteroh	67	305	4			1
39		Dayton	0211	ketteroh	67	306	2			1
39		Dayton	0211	ketteroh	67	307	1			1
39		Dayton	0211	ketteroh	67	308	1			1
39		Dayton	0211	ketteroh	67	309	1			1
39		Dayton	0211	ketteroh	67	310	1	Y		1
39		Dayton	0211	ketteroh	67	311	4	Y		1
39		Dayton	0211	ketteroh	67	312	3	Y		1
39		Dayton	0211	ketteroh	67	313	3			1
39		Dayton	0211	ketteroh	67	314	3			1
39		Dayton	0211	ketteroh	67	315	5			1
39		Dayton	0212	ketteroh	67	101	7	Y		1
39		Dayton	0212	ketteroh	67	102	7			1
39		Dayton	0212	ketteroh	67	103	7			1
39		Dayton	0212	ketteroh	67	104	8			1
39		Dayton	0212	ketteroh	67	105	7	Y		1
39		Dayton	0212	ketteroh	67	106	2			1
39		Cincinnati	0060	cincinoh	68	109	4			1
39		Cincinnati	0060	cincinoh	68	111	6			1
39		Cincinnati	0060	cincinoh	68	209	8	Y		1
39		Cincinnati	0060	cincinoh	68	210	7	Y		1
39		Cincinnati	0060	cincinoh	68	211	7	Y		1
39		Cincinnati	0060	cincinoh	68	301	4			1
39		Cincinnati	0060	cincinoh	68	302	7			1
39		Cincinnati	0060	cincinoh	68	308	8			1
39		Cincinnati	0060	cincinoh	68	309	7			1
39		Cincinnati	0060	cincinoh	68	401	3			1
39		Cincinnati	0060	cincinoh	68	402	1			1
39		Cincinnati	0060	cincinoh	68	403	1			1
39		Cincinnati	0060	cincinoh	68	404	2			1
39		Cincinnati	0060	cincinoh	68	405	3			1
39		Cincinnati	0060	cincinoh	68	406	4			1
39		Cincinnati	0060	cincinoh	68	407	5			1
39		Cincinnati	0060	cincinoh	68	408	6			1
39		Cincinnati	0226	wyominoh	68	304	8			1
39		Cincinnati	0226	wyominoh	68	305	8			1
39		Cincinnati	0226	wyominoh	68	306	8			1
39		Cincinnati	0226	wyominoh	68	307	7			1
39		Cincinnati	0226	wyominoh	68	308	7			1
39		Cincinnati	0226	wyominoh	68	309	7			1
39		Cincinnati	0226	wyominoh	68	401	6			1
39		Cincinnati	0226	wyominoh	68	402	6			1
39		Cincinnati	0226	wyominoh	68	403	4			1
39		Cincinnati	0226	wyominoh	68	404	4			1
39		Cincinnati	0226	wyominoh	68	405	3			1
39		Cincinnati	0226	wyominoh	68	406	1	Y		1
39		Cincinnati	0226	wyominoh	68	407	1			1
39		Cincinnati	0226	wyominoh	68	408	2	Y		1
39		Cincinnati	0226	wyominoh	68	501	6	Y		1
39		Cincinnati	0226	wyominoh	68	502	7			1
39		Cincinnati	0226	wyominoh	68	503	6	Y		1
39		Cincinnati	0226	wyominoh	68	504	5			1
39		Cincinnati	0226	wyominoh	68	505	4			1
39		Cincinnati	0226	wyominoh	68	506	2			1
39		Cincinnati	0226	wyominoh	68	708	8			1
8	1	Denver	78	auroraco	69	407	1			1
8	1	Denver	78	auroraco	69	408	1			1
8	1	Denver	79	auroraco	69	408	1			1
8	1	Denver	79	auroraco	69	409	1			1
8	1	Denver	73	auroraco	69	607	1			1
8	1	Denver	73	auroraco	69	608	1			1
8	1	Denver	72	auroraco	69	410	8			1
8	1	Denver	72	auroraco	69	411	8			1
8	1	Denver	72	auroraco	69	412	7			1
8	1	Denver	72	auroraco	69	413	7			1
8	1	Denver	72	auroraco	69	414	6			1
8	1	Denver	72	auroraco	69	415	6			1
8	1	Denver	72	auroraco	69	501	5			1
8	1	Denver	72	auroraco	69	502	4			1
8	1	Denver	72	auroraco	69	503	3			1
8	1	Denver	72	auroraco	69	504	2			1
8	1	Denver	72	auroraco	69	505	1			1
8	1	Denver	72	auroraco	69	506	1			1
8	1	Denver	72	auroraco	69	507	2			1
8	1	Denver	72	auroraco	69	508	3			1
8	1	Denver	72	auroraco	69	509	4			1
8	1	Denver	72	auroraco	69	510	5			1
8	1	Denver	72	auroraco	69	511	4			1
8	1	Denver	72	auroraco	69	512	3			1
8	1	Denver	72	auroraco	69	513	2			1
8	1	Denver	72	auroraco	69	514	1			1
8	1	Denver	4401	denverco	69	101	1			1
8	1	Denver	4401	denverco	69	108	1			1
8	1	Denver	4401	denverco	69	109	1			1
8	1	Denver	4401	denverco	69	116	1			1
8	1	Denver	4401	denverco	69	201	1			1
8	1	Denver	4401	denverco	69	207	1			1
8	1	Denver	4401	denverco	69	208	1	Y		1
8	1	Denver	4401	denverco	69	209	3			1
8	1	Denver	4401	denverco	69	210	4			1
8	1	Denver	4401	denverco	69	211	4			1
8	1	Denver	4401	denverco	69	212	3			1
8	1	Denver	4401	denverco	69	213	1			1
8	1	Denver	4401	denverco	69	214	1			1
8	1	Denver	4401	denverco	69	215	2			1
8	1	Denver	4401	denverco	69	301	5			1
8	1	Denver	4401	denverco	69	302	5			1
8	1	Denver	4401	denverco	69	303	5			1
8	1	Denver	4401	denverco	69	304	6			1
8	1	Denver	4401	denverco	69	305	7			1
8	1	Denver	4401	denverco	69	306	8			1
13	121	Atlanta	74	atlantga	70	102	4	Y		1
13	121	Atlanta	74	atlantga	70	105	6			1
13	121	Atlanta	74	atlantga	70	106	4			1
13	121	Atlanta	74	atlantga	70	107	4			1
13	121	Atlanta	74	atlantga	70	108	5	Y		1
13	121	Atlanta	74	atlantga	70	109	6			1
13	121	Atlanta	74	atlantga	70	110	6			1
13	121	Atlanta	74	atlantga	70	111	6	Y		1
13	121	Atlanta	74	atlantga	70	112	7	Y		1
13	121	Atlanta	74	atlantga	70	115	8			1
13	121	Atlanta	74	atlantga	70	116	6			1
13	121	Atlanta	74	atlantga	70	117	6			1
13	121	Atlanta	74	atlantga	70	118	7			1
13	121	Atlanta	74	atlantga	70	119	6			1
13	121	Atlanta	74	atlantga	70	120	5			1
13	121	Atlanta	74	atlantga	70	121	5			1
13	121	Atlanta	74	atlantga	70	201	3	Y		1
13	121	Atlanta	74	atlantga	70	202	3			1
13	121	Atlanta	74	atlantga	70	203	2	Y		1
13	121	Atlanta	74	atlantga	70	206	1			1
13	121	Atlanta	74	atlantga	70	207	1			1
13	121	Atlanta	74	atlantga	70	208	1	Y		1
13	121	Atlanta	7602	atlantga	70	112	1	Y		1
13	121	Atlanta	7702	atlantga	70	104	1			1
13	121	Atlanta	7702	atlantga	70	103	1	Y		1
13	121	Atlanta	7702	atlantga	70	101	1	Y		1
13	121	Atlanta	7702	atlantga	70	105	1			1
13	121	Atlanta	7702	atlantga	70	106	1			1
13	121	Atlanta	7702	atlantga	70	109	1	Y		1
13	121	Atlanta	7702	atlantga	70	110	1	Y		1
13	121	Atlanta	7702	atlantga	70	910	1	Y		1
13	121	Atlanta	7702	atlantga	70	203	1	Y		1
13	121	Atlanta	7702	atlantga	70	201	1	Y		1
13	121	Atlanta	7702	atlantga	70	207	1			1
13	121	Atlanta	7702	atlantga	70	912	1	Y		1
13	121	Atlanta	7702	atlantga	70	907	1	Y		1
13	121	Atlanta	7702	atlantga	70	906	1	Y		1
13	121	Atlanta	7702	atlantga	70	202	1			1
13	121	Atlanta	75	atlantga	70	202	1			1
13	121	Atlanta	75	atlantga	70	203	1			1
13	121	Atlanta	75	atlantga	70	204	1			1
13	121	Atlanta	75	atlantga	70	309	1			1
13	121	Atlanta	75	atlantga	70	310	1			1
13	121	Atlanta	75	atlantga	70	311	1			1
13	121	Atlanta	75	atlantga	70	402	1			1
13	121	Atlanta	75	atlantga	70	501	1	Y		1
13	121	Atlanta	75	atlantga	70	503	1			1
13	121	Atlanta	75	atlantga	70	506	1	Y		1
13	121	Atlanta	110	easpoiga	70	101	1			1
13	121	Atlanta	110	easpoiga	70	102	1			1
13	121	Atlanta	110	easpoiga	70	103	2			1
13	121	Atlanta	110	easpoiga	70	104	2			1
13	121	Atlanta	110	easpoiga	70	105	2	Y		1
13	121	Atlanta	110	easpoiga	70	106	3			1
13	121	Atlanta	110	easpoiga	70	107	3			1
13	121	Atlanta	110	easpoiga	70	108	2			1
13	121	Atlanta	110	easpoiga	70	109	1			1
13	121	Atlanta	110	easpoiga	70	110	2			1
13	121	Atlanta	110	easpoiga	70	111	2			1
13	121	Atlanta	110	easpoiga	70	112	1			1
13	121	Atlanta	110	easpoiga	70	113	1	Y		1
13	121	Atlanta	110	easpoiga	70	205	1	Y		1
13	121	Atlanta	110	easpoiga	70	206	3			1
13	121	Atlanta	110	easpoiga	70	207	4			1
13	121	Atlanta	110	easpoiga	70	401	8			1
13	121	Atlanta	110	easpoiga	70	402	8			1
13	121	Atlanta	110	easpoiga	70	403	8			1
13	121	Atlanta	110	easpoiga	70	404	8			1	
13	121	Atlanta	110	easpoiga	70	405	7			1	
13	121	Atlanta	110	easpoiga	70	406	7			1	
13	121	Atlanta	110	easpoiga	70	407	7			1	
13	121	Atlanta	110	easpoiga	70	408	7			1	 
13	121	Atlanta	110	easpoiga	70	409	6			1	
13	121	Atlanta	110	easpoiga	70	410	6			1	
13	121	Atlanta	110	easpoiga	70	411	6			1	
13	121	Atlanta	110	easpoiga	70	412	6			1	
13	121	Atlanta	110	easpoiga	70	501	5	Y		1	
13	121	Atlanta	110	easpoiga	70	503	4			1	
13	121	Atlanta	110	easpoiga	70	504	3	Y		1	
13	121	Atlanta	110	easpoiga	70	505	3	Y		1	
13	121	Atlanta	110	easpoiga	70	506	4			1	
13	121	Atlanta	110	easpoiga	70	507	6			1	
13	121	Atlanta	110	easpoiga	70	607	8			1	
13	121	Atlanta	110	easpoiga	70	608	8			1
13	121	Atlanta	111	easpoiga	70	101	1			1
13	121	Atlanta	111	easpoiga	70	102	1	Y		1
13	121	Atlanta	111	easpoiga	70	119	1			1
13	121	Atlanta	111	easpoiga	70	120	1	Y		1
13	121	Atlanta	111	easpoiga	70	201	1			1
13	121	Atlanta	111	easpoiga	70	208	1			1
13	121	Atlanta	111	easpoiga	70	209	1			1
13	121	Atlanta	7601	easpoiga	70	901	1	Y		1
13	121	Atlanta	7601	easpoiga	70	902	1	Y		1
13	121	Atlanta	7601	easpoiga	70	104	1			1
13	121	Atlanta	7601	easpoiga	70	105	1			1
13	121	Atlanta	7601	easpoiga	70	107	1			1
13	121	Atlanta	7601	easpoiga	70	106	1	Y		1
13	121	Atlanta	7601	easpoiga	70	206	1	Y		1
13	121	Atlanta	7601	easpoiga	70	210	1	Y		1
13	121	Atlanta	11201	easpoiga	70	101	1			1
13	121	Atlanta	11201	easpoiga	70	102	1			1
13	121	Atlanta	11201	easpoiga	70	104	1			1
13	121	Atlanta	11201	easpoiga	70	105	1			1
13	121	Atlanta	11201	easpoiga	70	106				1
13	121	Atlanta	11201	easpoiga	70	110	1	Y		1
13	121	Atlanta	11201	easpoiga	70	111	1	Y		1
13	121	Atlanta	11201	easpoiga	70	112	1			1
13	121	Atlanta	11201	easpoiga	70	113	1	Y		1
13	121	Atlanta	11201	easpoiga	70	114	1			1
13	121	Atlanta	11201	easpoiga	70	419	1	Y		1
13	121	Atlanta	11301	easpoiga	70	101	1			1
13	121	Atlanta	11301	easpoiga	70	102	1	Y		1
13	121	Atlanta	11301	easpoiga	70	413	1	Y		1
13	121	Atlanta	11301	easpoiga	70	501	1	Y		1
13	121	Atlanta	11301	easpoiga	70	509	1	Y		1
13	121	Atlanta	11301	easpoiga	70	510	1	Y		1
13	121	Atlanta	11301	easpoiga	70	511	1			1
13	121	Atlanta	11301	easpoiga	70	601	1			1
13	121	Atlanta	11301	easpoiga	70	603	1			1
13	121	Atlanta	11302	easpoiga	70	502	1	Y		1
13	121	Atlanta	11302	easpoiga	70	506	1	Y		1
13	121	Atlanta	11302	easpoiga	70	509	1	Y		1
13	121	Atlanta	11302	easpoiga	70	510	1	Y		1
13	121	Atlanta	11302	easpoiga	70	513	1			1
13	121	Atlanta	11302	easpoiga	70	514	1	Y		1
29	510	St. Louis	1051	sailoumo	71	102	1			1
29	510	St. Louis	1051	sailoumo	71	106	1			1
29	510	St. Louis	1051	sailoumo	71	108	1			1
29	510	St. Louis	1051	sailoumo	71	110	2			1
29	510	St. Louis	1051	sailoumo	71	201	3			1
29	510	St. Louis	1051	sailoumo	71	202	3			1
29	510	St. Louis	1051	sailoumo	71	203	3			1
29	510	St. Louis	1051	sailoumo	71	204	3			1
29	510	St. Louis	1051	sailoumo	71	205	3			1
29	510	St. Louis	1051	sailoumo	71	206	3			1
29	510	St. Louis	1051	sailoumo	71	301	2			1
29	510	St. Louis	1051	sailoumo	71	302	2			1
29	510	St. Louis	1051	sailoumo	71	303	2			1
29	510	St. Louis	1051	sailoumo	71	304	2			1
29	510	St. Louis	1051	sailoumo	71	305	2			1
29	510	St. Louis	1051	sailoumo	71	306	2			1
29	510	St. Louis	1051	sailoumo	71	401	1			1
29	510	St. Louis	1051	sailoumo	71	402	1			1
29	510	St. Louis	1051	sailoumo	71	403	1	Y		1
29	510	St. Louis	1051	sailoumo	71	404	1			1
29	510	St. Louis	1051	sailoumo	71	405	1	Y		1
29	510	St. Louis	1051	sailoumo	71	406	1			1
29	189	St. Louis	2161	unicitmo	71	102	2			1
29	189	St. Louis	2161	unicitmo	71	104	2	Y		1
29	189	St. Louis	2161	unicitmo	71	105	2			1
29	189	St. Louis	2161	unicitmo	71	106	1			1
29	189	St. Louis	2161	unicitmo	71	109	2	Y		1
29	189	St. Louis	2161	unicitmo	71	110	1			1
29	189	St. Louis	2161	unicitmo	71	111	1			1
29	189	St. Louis	2161	unicitmo	71	201	1			1
29	189	St. Louis	2161	unicitmo	71	202	2			1
29	189	St. Louis	2161	unicitmo	71	204	3			1
29	189	St. Louis	2161	unicitmo	71	205	3	Y		1
29	189	St. Louis	2161	unicitmo	71	206	1			1
29	189	St. Louis	2161	unicitmo	71	207	1			1
29	189	St. Louis	2161	unicitmo	71	208	3			1
29	189	St. Louis	2161	unicitmo	71	209	2			1
29	189	St. Louis	2161	unicitmo	71	210	2	Y		1
29	189	St. Louis	2161	unicitmo	71	301	1			1
29	189	St. Louis	2161	unicitmo	71	302	1	Y		1
29	189	St. Louis	2161	unicitmo	71	303	1	Y		1
29	189	St. Louis	2161	unicitmo	71	304	1	Y		1
29	189	St. Louis	2161	unicitmo	71	306	3			1
42	3	Pittsburgh	4641	inghrapa	72	109	1			1
42	3	Pittsburgh	4641	inghrapa	72	115	1	Y		1
42	3	Pittsburgh	4641	inghrapa	72	113	1	Y		1
42	3	Pittsburgh	4641	inghrapa	72	108	2			1
42	3	Pittsburgh	4641	inghrapa	72	116	2	Y		1
42	3	Pittsburgh	4641	inghrapa	72	106	3			1
42	3	Pittsburgh	4641	inghrapa	72	112	3			1
42	3	Pittsburgh	4641	inghrapa	72	210	4			1
42	3	Pittsburgh	4641	inghrapa	72	201	4	Y		1
42	3	Pittsburgh	4641	inghrapa	72	203	5			1
42	3	Pittsburgh	4641	inghrapa	72	117	5			1
42	3	Pittsburgh	4641	inghrapa	72	209	5			1
42	3	Pittsburgh	4641	inghrapa	72	207	5			1
42	3	Pittsburgh	4641	inghrapa	72	204	5			1
42	3	Pittsburgh	4641	inghrapa	72	206	5			1
42	3	Pittsburgh	4641	inghrapa	72	208	5			1
42	3	Pittsburgh	4641	inghrapa	72	205	6	Y		1
42	3	Pittsburgh	4641	inghrapa	72	211	7			1
42	3	Pittsburgh	4641	inghrapa	72	104	7			1
42	3	Pittsburgh	4641	inghrapa	72	103	7			1
42	3	Pittsburgh	4641	inghrapa	72	212	8			1
42	3	Pittsburgh	4641	inghrapa	72	102	8			1
42	3	Pittsburgh	4641	inghrapa	72	101	8			1
42	3	Pittsburgh	4641	inghrapa	72	213	8			1
42	3	Pittsburgh	2802	pittsbpa	72	228	1			1
42	3	Pittsburgh	2802	pittsbpa	72	115	1	Y		1
42	3	Pittsburgh	2802	pittsbpa	72	301	1			1
42	3	Pittsburgh	2802	pittsbpa	72	302	1			1
42	3	Pittsburgh	2802	pittsbpa	72	227	2			1
42	3	Pittsburgh	2802	pittsbpa	72	316	2			1
42	3	Pittsburgh	2802	pittsbpa	72	317	3			1
42	3	Pittsburgh	2802	pittsbpa	72	226	3			1
42	3	Pittsburgh	2802	pittsbpa	72	309	4			1
42	3	Pittsburgh	2802	pittsbpa	72	313	4			1
42	3	Pittsburgh	2802	pittsbpa	72	112	6			1
42	3	Pittsburgh	2802	pittsbpa	72	107	6			1
42	3	Pittsburgh	2802	pittsbpa	72	108	6			1
42	3	Pittsburgh	2802	pittsbpa	72	114	6			1
42	3	Pittsburgh	2802	pittsbpa	72	105	6			1
42	3	Pittsburgh	2802	pittsbpa	72	202	6			1
42	3	Pittsburgh	2802	pittsbpa	72	106	6			1
42	3	Pittsburgh	2802	pittsbpa	72	111	7			1
42	3	Pittsburgh	2802	pittsbpa	72	203	7			1
42	3	Pittsburgh	2802	pittsbpa	72	207	7	Y		1
42	3	Pittsburgh	2802	pittsbpa	72	206	8			1
42	3	Pittsburgh	2802	pittsbpa	72	102	8			1
42	3	Pittsburgh	2803	pittsbpa	72	207	1			1
42	3	Pittsburgh	2803	pittsbpa	72	208	1	Y		1
42	3	Pittsburgh	2803	pittsbpa	72	101	1	Y		1
42	3	Pittsburgh	2803	pittsbpa	72	102	3			1
42	3	Pittsburgh	2803	pittsbpa	72	103	4			1
42	3	Pittsburgh	2803	pittsbpa	72	206	5			1
42	3	Pittsburgh	2803	pittsbpa	72	105	5			1
42	3	Pittsburgh	2803	pittsbpa	72	104	5	Y		1
42	3	Pittsburgh	2803	pittsbpa	72	204	5			1
42	3	Pittsburgh	2803	pittsbpa	72	203	6			1
42	3	Pittsburgh	2803	pittsbpa	72	205	6			1
42	3	Pittsburgh	2803	pittsbpa	72	106	6			1
42	3	Pittsburgh	2803	pittsbpa	72	202	7			1
42	3	Pittsburgh	2803	pittsbpa	72	107	7			1
42	3	Pittsburgh	2803	pittsbpa	72	108	8			1
42	3	Pittsburgh	2803	pittsbpa	72	201	8			1
