Statefip	County	SMSA	Tract	jurcode	borderno	Block	tierno	pairno
36	35	Cleveland	1192	cleveloh	25	106	1	1
36	35	Cleveland	1192	cleveloh	25	202	1	1
36	35	Cleveland	1192	cleveloh	25	204	1	1
36	59	New York City	3026	floparny	44	101	1	1
36	59	New York City	3026	floparny	44	102	1	1
36	59	New York City	3026	floparny	44	103	1	1
36	59	New York City	3026	floparny	44	104	1	1
36	59	New York City	3026	floparny	44	220	1	1
36	59	New York City	3026	floparny	44	219	1	1
36	59	New York City	3026	floparny	44	216	1	1
36	59	New York City	3026	floparny	44	217	1	1
36	59	New York City	3026	floparny	44	218	1	1
36	59	New York City	3026	floparny	44	211	1	1
36	59	New York City	3026	floparny	44	210	1	1
36	59	New York City	3026	floparny	44	209	1	1
36	59	New York City	3026	floparny	44	206	1	1
36	59	New York City	3026	floparny	44	208	1	1
36	59	New York City	3026	floparny	44	207	1	1
36	59	New York City	3026	floparny	44	106	2	1
36	59	New York City	3026	floparny	44	105	2	1
36	59	New York City	3026	floparny	44	110	2	1
36	59	New York City	3026	floparny	44	215	2	1
36	59	New York City	3026	floparny	44	213	2	1
36	59	New York City	3026	floparny	44	212	2	1
36	59	New York City	3026	floparny	44	204	2	1
36	59	New York City	3026	floparny	44	205	2	1
36	59	New York City	3026	floparny	44	108	3	1
36	59	New York City	3026	floparny	44	109	3	1
36	59	New York City	3026	floparny	44	111	3	1
36	59	New York City	3026	floparny	44	214	3	1
36	59	New York City	3026	floparny	44	202	3	1
36	59	New York City	3026	floparny	44	203	3	1
36	59	New York City	3026	floparny	44	107	4	1
36	59	New York City	3026	floparny	44	113	4	1
36	59	New York City	3026	floparny	44	112	4	1
36	59	New York City	3026	floparny	44	118	4	1
36	59	New York City	3026	floparny	44	201	4	1
36	59	New York City	3026	floparny	44	114	5	1
36	59	New York City	3026	floparny	44	116	5	1
36	59	New York City	3026	floparny	44	117	5	1
36	59	New York City	3026	floparny	44	115	6	1
36	81	New York City	157903	newyorny	44	404	1	1
36	81	New York City	157903	newyorny	44	407	1	1
36	81	New York City	157903	newyorny	44	408	1	1
36	81	New York City	157903	newyorny	44	409	1	1
36	81	New York City	157903	newyorny	44	410	1	1
36	81	New York City	157903	newyorny	44	411	1	1
36	81	New York City	157903	newyorny	44	308	1	1
36	81	New York City	157903	newyorny	44	114	1	1
36	81	New York City	157903	newyorny	44	113	1	1
36	81	New York City	157903	newyorny	44	112	1	1
36	81	New York City	157903	newyorny	44	108	1	1
36	81	New York City	157903	newyorny	44	106	1	1
36	81	New York City	157903	newyorny	44	107	1	1
36	81	New York City	157903	newyorny	44	103	1	1
36	81	New York City	157903	newyorny	44	102	2	1
36	81	New York City	157903	newyorny	44	101	2	1
36	81	New York City	157903	newyorny	44	104	2	1
36	81	New York City	157903	newyorny	44	105	2	1
36	81	New York City	157903	newyorny	44	109	2	1
36	81	New York City	157903	newyorny	44	115	2	1
36	81	New York City	157903	newyorny	44	307	2	1
36	81	New York City	157903	newyorny	44	309	2	1
36	81	New York City	157903	newyorny	44	310	2	1
36	81	New York City	157903	newyorny	44	311	2	1
36	81	New York City	157903	newyorny	44	406	2	1
36	81	New York City	157903	newyorny	44	405	2	1
36	81	New York City	157903	newyorny	44	403	2	1
36	81	New York City	157903	newyorny	44	402	3	1
36	81	New York City	157903	newyorny	44	401	3	1
36	81	New York City	157903	newyorny	44	313	3	1
36	81	New York City	157903	newyorny	44	312	3	1
36	81	New York City	157903	newyorny	44	304	3	1
36	81	New York City	157903	newyorny	44	305	3	1
36	81	New York City	157903	newyorny	44	306	3	1
36	81	New York City	157903	newyorny	44	201	3	1
36	81	New York City	157903	newyorny	44	116	3	1
36	81	New York City	157903	newyorny	44	111	3	1
36	81	New York City	157903	newyorny	44	110	3	1
36	81	New York City	157903	newyorny	44	202	4	1
36	81	New York City	157903	newyorny	44	203	4	1
36	81	New York City	157903	newyorny	44	204	4	1
36	81	New York City	157903	newyorny	44	303	4	1
36	81	New York City	157903	newyorny	44	302	4	1
36	81	New York City	157903	newyorny	44	314	4	1
36	81	New York City	157903	newyorny	44	301	5	1
36	81	New York City	157903	newyorny	44	206	5	1
36	81	New York City	157903	newyorny	44	205	5	1
36	81	New York City	157903	newyorny	44	210	6	1
36	81	New York City	157903	newyorny	44	209	6	1
36	81	New York City	157903	newyorny	44	208	6	1
36	81	New York City	157903	newyorny	44	207	6	1
36	119	New York City	26	mtvernny	75	201	1	1
36	119	New York City	26	mtvernny	75	202	1	1
36	119	New York City	26	mtvernny	75	203	1	1
36	119	New York City	26	mtvernny	75	204	1	1
36	119	New York City	26	mtvernny	75	205	1	1
36	119	New York City	26	mtvernny	75	302	1	1
36	119	New York City	26	mtvernny	75	303	1	1
36	119	New York City	26	mtvernny	75	307	1	1
36	119	New York City	26	mtvernny	75	309	1	1
36	119	New York City	26	mtvernny	75	401	1	1
36	119	New York City	28	mtvernny	75	205	1	1
36	119	New York City	28	mtvernny	75	206	1	1
36	119	New York City	28	mtvernny	75	207	1	1
36	119	New York City	28	mtvernny	75	208	1	1
36	119	New York City	29	mtvernny	75	101	6	1
36	119	New York City	29	mtvernny	75	102	6	1
36	119	New York City	29	mtvernny	75	103	5	1
36	119	New York City	29	mtvernny	75	104	5	1
36	119	New York City	29	mtvernny	75	105	4	1
36	119	New York City	29	mtvernny	75	106	3	1
36	119	New York City	29	mtvernny	75	107	3	1
36	119	New York City	29	mtvernny	75	201	2	1
36	119	New York City	29	mtvernny	75	202	2	1
36	119	New York City	29	mtvernny	75	203	1	1
36	119	New York City	29	mtvernny	75	204	1	1
36	119	New York City	29	mtvernny	75	205	1	1
36	119	New York City	29	mtvernny	75	206	1	1
36	119	New York City	29	mtvernny	75	207	1	1
36	119	New York City	29	mtvernny	75	301	1	1
36	119	New York City	29	mtvernny	75	302	2	1
36	119	New York City	29	mtvernny	75	303	2	1
36	119	New York City	29	mtvernny	75	304	2	1
36	119	New York City	29	mtvernny	75	305	2	1
36	119	New York City	29	mtvernny	75	306	3	1
36	119	New York City	29	mtvernny	75	307	4	1
36	119	New York City	30	mtvernny	75	206	1	1
36	119	New York City	30	mtvernny	75	302	1	1
36	119	New York City	30	mtvernny	75	303	1	1
36	119	New York City	30	mtvernny	75	304	1	1
36	119	New York City	35	mtvernny	75	204	1	1
36	119	New York City	35	mtvernny	75	205	1	1
36	119	New York City	35	mtvernny	75	303	1	1
36	119	New York City	202			16	1	1
36	119	New York City	202			13	1	1
36	119	New York City	202			11	1	1
36	119	New York City	1502	yonkerny	31	101	1	1
36	119	New York City	1502	yonkerny	31	102	1	1
36	119	New York City	1502	yonkerny	31	104	1	1
36	119	New York City	1502	yonkerny	31	106	2	1
36	119	New York City	1502	yonkerny	31	105	2	1
36	119	New York City	1502	yonkerny	31	107	1	1
36	119	New York City	1502	yonkerny	31	202	2	1
36	119	New York City	1502	yonkerny	31	203	2	1
36	119	New York City	1502	yonkerny	31	201	1	1
36	119	New York City	1502	yonkerny	31	204	3	1
36	119	New York City	1502	yonkerny	31	206	2	1
36	119	New York City	1502	yonkerny	31	205	3	1
36	119	New York City	1502	yonkerny	31	302	4	1
36	119	New York City	1502	yonkerny	31	301	3	1
36	119	New York City	1502	yonkerny	31	303	5	1
36	119	New York City	1502	yonkerny	31	304	4	1
36	119	New York City	1502	yonkerny	31	306	6	1
36	119	New York City	1502	yonkerny	31	305	5	1
36	119	New York City	1502	yonkerny	31	308	6	1
36	119	New York City	1502	yonkerny	31	307	7	1
36	119	New York City	1503	yonkerny	31	101	1	1
36	119	New York City	1503	yonkerny	31	102	1	1
36	119	New York City	1503	yonkerny	31	103	1	1
36	119	New York City	1503	yonkerny	31	104	1	1
36	119	New York City	1503	yonkerny	31	105	1	1
39	35	Cleveland	1011	cleveloh	24	305	6	1
39	35	Cleveland	1011	cleveloh	24	402	8	1
39	35	Cleveland	1011	cleveloh	24	403	7	1
39	35	Cleveland	1011	cleveloh	24	404	6	1
39	35	Cleveland	1011	cleveloh	24	405	5	1
39	35	Cleveland	1011	cleveloh	24	406	5	1
39	35	Cleveland	1011	cleveloh	24	407	4	1
39	35	Cleveland	1011	cleveloh	24	408	4	1
39	35	Cleveland	1011	cleveloh	24	501	3	1
39	35	Cleveland	1011	cleveloh	24	502	2	1
39	35	Cleveland	1011	cleveloh	24	503	2	1
39	35	Cleveland	1011	cleveloh	24	504	1	1
39	35	Cleveland	1011	cleveloh	24	505	1	1
39	35	Cleveland	1011	cleveloh	24	506	3	1
39	35	Cleveland	1011	cleveloh	24	601	4	1
39	35	Cleveland	1011	cleveloh	24	602	6	1
39	35	Cleveland	1011	cleveloh	24	605	6	1
39	35	Cleveland	1011	cleveloh	24	606	3	1
39	35	Cleveland	1011	cleveloh	24	701	1	1
39	35	Cleveland	1011	cleveloh	24	702	1	1
39	35	Cleveland	1011	cleveloh	24	703	3	1
39	35	Cleveland	1013	cleveloh	24	101	6	1
39	35	Cleveland	1013	cleveloh	24	105	5	1
39	35	Cleveland	1013	cleveloh	24	106	5	1
39	35	Cleveland	1013	cleveloh	24	107	4	1
39	35	Cleveland	1013	cleveloh	24	108	4	1
39	35	Cleveland	1013	cleveloh	24	109	3	1
39	35	Cleveland	1013	cleveloh	24	110	2	1
39	35	Cleveland	1013	cleveloh	24	111	1	1
39	35	Cleveland	1194	cleveloh	25	101	1	1
39	35	Cleveland	1413	cleheioh	25	110	1	1
39	35	Cleveland	1413	cleheioh	25	111	1	1
39	35	Cleveland	1413	cleheioh	25	114	1	1
39	35	Cleveland	1413	cleheioh	25	201	1	1
39	35	Cleveland	1413	cleheioh	25	202	1	1
39	35	Cleveland	1413	cleheioh	25	203	1	1
39	35	Cleveland	1606	lakewooh	24	101	1	1
39	35	Cleveland	1606	lakewooh	24	104	1	1
39	35	Cleveland	1606	lakewooh	24	105	1	1
39	35	Cleveland	1606	lakewooh	24	106	2	1
39	35	Cleveland	1606	lakewooh	24	107	6	1
39	35	Cleveland	1606	lakewooh	24	201	5	1
39	35	Cleveland	1606	lakewooh	24	202	4	1
39	35	Cleveland	1606	lakewooh	24	203	3	1					
39	35	Cleveland	1606	lakewooh	24	204	2	1					
39	35	Cleveland	1606	lakewooh	24	205	2	1					
39	35	Cleveland	1606	lakewooh	24	206	1	1					 
39	35	Cleveland	1606	lakewooh	24	301	1	1					
39	35	Cleveland	1606	lakewooh	24	302	2	1					
39	35	Cleveland	1606	lakewooh	24	303	3	1					
39	35	Cleveland	1606	lakewooh	24	304	4	1					
39	35	Cleveland	1606	lakewooh	24	305	5	1					
39	35	Cleveland	1606	lakewooh	24	401	6	1					
39	35	Cleveland	1606	lakewooh	24	402	7	1					
39	35	Cleveland	1606	lakewooh	24	403	8	1					
39	35	Cleveland	1606	lakewooh	24	504	8	1					
39	35	Cleveland	1606	lakewooh	24	505	6	1					
